id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,falha_desgaste_ferramenta,falha_dissipacao_calor,falha_potencia,falha_tensao_excessiva,falha_aleatoria
L53345,L,301.0,310.7,90.0,1595.0,31.6,181.0,0,0,0,0,0,0
L51863,L,303.6,309.8,90.0,1867.0,22.9,99.0,0,0,0,0,0,0
M23818,M,297.2,308.1,90.0,1531.0,35.9,70.0,0,0,0,0,0,0
L56250,L,297.2,308.1,90.0,1664.0,29.4,141.0,0,0,0,0,0,0
L48229,L,296.6,307.6,90.0,1415.0,37.2,106.0,0,0,0,0,0,0
M19861,M,303.8,313.0,90.0,1463.0,41.7,117.0,0,0,0,0,0,0
L56786,L,298.9,310.1,90.0,1470.0,41.3,76.0,0,0,0,0,0,0
M17085,M,299.8,309.0,90.0,1459.0,42.1,158.0,0,0,0,0,0,0
L56548,L,298.2,308.4,90.0,1789.0,23.8,171.0,0,0,0,0,0,0
M24244,M,298.9,309.6,90.0,1379.0,49.9,197.0,0,0,0,0,0,0
H35709,H,300.4,309.9,90.0,1469.0,39.9,119.0,0,0,0,0,0,0
L52748,L,302.5,312.1,90.0,1483.0,36.0,3.0,0,0,0,0,0,0
L49407,L,299.7,309.1,90.0,1553.0,33.5,164.0,0,0,0,0,0,0
L47567,L,297.7,309.8,90.0,1483.0,37.0,146.0,0,0,0,0,0,0
H35270,H,301.3,311.1,90.0,1490.0,44.6,181.0,0,0,0,0,0,0
M24689,M,298.4,309.4,90.0,1726.0,26.9,205.0,0,0,0,0,0,0
H32866,H,301.6,310.5,90.0,1602.0,31.6,2.0,0,0,0,0,0,0
L53911,L,299.6,310.9,90.0,1452.0,51.2,132.0,0,0,0,0,0,0
H35378,H,300.5,310.7,90.0,1540.0,38.3,121.0,0,0,0,0,0,0
M17609,M,299.3,308.5,90.0,1492.0,41.2,94.0,0,0,0,0,0,0
L53532,L,300.0,309.7,90.0,1496.0,38.0,28.0,0,0,0,0,0,0
L51843,L,303.3,309.8,90.0,1418.0,45.6,39.0,0,0,0,0,0,0
M23705,M,297.3,308.9,90.0,1351.0,59.1,201.0,0,0,0,0,0,0
L54830,L,299.6,311.4,90.0,1474.0,45.1,126.0,0,0,0,0,0,0
L50658,L,301.8,310.9,90.0,1597.0,30.8,74.0,0,0,0,0,0,0
L50470,L,299.8752482392333,310.2,90.0,1534.0,42.3,42.0,0,0,0,0,0,0
L52627,L,303.1,312.8,90.0,1483.0,44.1,127.0,0,0,0,0,0,0
L49730,L,299.3,309.1,90.0,1366.0,48.4,2.0,0,0,0,0,0,0
L51251,L,301.9,310.7,90.0,1376.0,68.6,26.0,1,0,1,0,0,0
L56739,L,299.5,310.9,90.0,1515.0,44.0,172.0,0,0,0,0,0,0
H36364,H,300.7,311.2,90.0,1676.0,35.7,66.0,0,0,0,0,0,0
L54912,L,300.3,311.8,90.0,1816.0,24.4,94.0,0,0,0,0,0,0
L49125,L,298.0,308.0,90.0,1312.0,59.9,143.0,0,0,0,0,0,0
L56644,L,298.5,309.4,90.0,1447.0,40.8,166.0,0,0,0,0,0,0
M18373,M,301.9,311.0,90.0,1540.0,37.5,129.0,0,0,0,0,0,0
L50470,L,299.6,310.2,90.0,1385.0,39.2,124.0,0,0,0,0,0,0
L49304,L,299.2,308.9,90.0,1535.0,39.1,117.0,0,0,0,0,0,0
L56457,L,299.6,308.7,90.0,1368.0,54.2,49.0,0,0,0,0,0,0
L47406,L,298.3,308.4,90.0,1329.0,60.7,97.0,0,0,0,0,0,0
L48345,L,297.1,308.1,90.0,1367.0,52.0,208.0,0,0,0,0,0,0
L51655,L,302.7,310.5,90.0,1521.588947810716,41.8,76.0,1,0,1,0,0,0
M18165,M,301.3,310.2,90.0,1356.0,54.7,78.0,0,0,0,0,0,0
L55790,L,297.4,309.8,90.0,1441.0,44.0,0.0,0,0,0,0,0,0
L49699,L,298.8,309.8,90.0,1481.0,41.9,44.0,0,0,0,0,0,0
L55838,L,297.4,308.5,90.0,1671.0,31.4,94.0,0,0,0,0,0,0
L49071,L,297.9,307.5,90.0,1415.0,48.0,158.0,0,0,0,0,0,0
M15711,M,296.2,307.2,90.0,1389.0,42.0,7.0,0,0,0,0,0,0
L54628,L,300.4,311.8,90.0,1373.0,38.4,94.0,0,0,0,0,0,0
L53902,L,301.7,310.7,90.0,1376.0,54.9,96.0,0,0,0,0,0,0
L54717,L,300.3,311.3,90.0,1530.0,37.9,94.0,0,0,0,0,0,0
M21644,M,301.3,310.7,90.0,1391.0,34.5,61.0,0,0,0,0,0,0
L54757,L,299.6,311.2,90.0,1487.0,47.3,169.0,0,0,0,0,0,0
H32498,H,300.1,309.2,90.0,1329.0,55.2,132.0,0,0,0,0,0,0
M23511,M,297.3,308.6,90.0,1459.0,41.0,104.04401305817885,0,0,0,0,0,0
H38233,H,297.3,309.8,90.0,1447.0,48.9,31.0,0,0,0,0,0,0
L52140,L,299.6,312.7,90.0,1861.0,21.3,156.0,0,0,0,0,0,0
L56865,L,299.0,310.0,90.0,1513.0,36.9,39.0,0,0,0,0,0,0
L56682,L,299.3,310.5,90.0,1578.0,49.2,16.0,0,0,0,0,0,0
H38245,H,297.4,309.8,90.0,1484.0,36.6,175.0,0,0,0,0,0,0
H38153,H,297.4,308.6,90.0,1429.0,37.6,98.0,0,0,0,0,0,0
L49630,L,299.2,308.7,90.0,1492.0,37.8,23.0,0,0,0,0,0,0
L47788,L,298.0,309.9,90.0,1526.0,37.7,104.04401305817885,0,0,0,0,0,0
M15520,M,297.7,309.0,90.0,1483.0,43.2,142.0,0,0,0,0,0,0
L47371,L,298.2,308.3,90.0,1521.588947810716,45.6,92.0,0,0,0,0,0,0
L55253,L,300.5,309.9485790946597,90.0,1517.0,36.7,113.0,0,0,0,0,0,0
L50669,L,299.6,310.9,90.0,1549.0,38.8,101.0,0,0,0,0,0,0
L49410,L,299.6,308.7,90.0,1641.0,31.4,173.0,0,0,0,0,0,0
L49192,L,298.6,308.4,90.0,1553.0,44.2,38.0,0,0,0,0,0,0
M23803,M,297.3,308.4,90.0,1666.0,32.4,34.0,0,0,0,0,0,0
L50288,L,299.8,309.1,90.0,1738.0,27.6,161.0,0,0,0,0,0,0
M18943,M,302.1,310.6,90.0,1385.0,46.4,208.0,1,1,0,0,0,0
L48992,L,298.2,307.8,90.0,1483.0,36.8,104.0,0,0,0,0,0,0
L51999,L,303.4,311.8,90.0,1686.0,30.6,104.04401305817885,0,0,0,0,0,0
L49621,L,299.1,308.6,90.0,1483.0,37.0,69.0,0,0,0,0,0,0
L55465,L,299.6,310.6,90.0,1451.0,52.7,23.0,0,0,0,0,0,0
H36996,H,300.3,311.1,90.0,1489.0,45.3,139.0,0,0,0,0,0,0
L48836,L,297.8,307.5,90.0,1633.0,34.6,154.0,0,0,0,0,0,0
M17830,M,300.6,309.5,90.0,1466.0,44.7,112.0,0,0,0,0,0,0
L53041,L,301.3,311.0,90.0,1354.0,55.0,142.0,0,0,0,0,0,0
L48338,L,296.9,307.9,90.0,1447.0,44.8,7.0,0,0,0,0,0,0
L55784,L,297.4,308.2,90.0,1629.0,30.3,210.0,0,0,0,0,0,0
L54263,L,300.6,310.4,90.0,1416.0,61.8,209.0,1,0,0,0,1,0
M17815,M,300.6,309.8,90.0,1483.0,43.2,196.0,0,0,0,0,0,0
M19191,M,301.6,310.0,90.0,1483.0,49.7,64.0,0,0,0,0,0,0
L56879,L,298.9,309.8,90.0,1382.0,61.9,69.0,0,0,0,0,0,0
L54162,L,300.7,311.1,90.0,1374.0,47.8,94.0,0,0,0,0,0,0
L47301,L,298.9,309.8,90.0,1483.0,41.2,65.0,0,0,0,0,0,0
L57070,L,298.8,309.5,90.0,1521.588947810716,43.6,157.0,0,0,0,0,0,0
M24346,M,298.9,309.6,90.0,1727.0,,94.0,0,0,0,0,0,0
L48894,L,298.2,307.8,90.0,1388.0,43.3,94.0,0,0,0,0,0,0
M18325,M,301.4,310.3,90.0,1525.0,41.9,41.0,0,0,0,0,0,0
L54167,L,300.7,311.1,90.0,1426.0,40.8,163.0,0,0,0,0,0,0
L49180,L,298.4,308.1,90.0,1447.0,45.3,9.0,0,0,0,0,0,0
M22710,M,300.3,311.5,90.0,1981.0,20.3,0.0,0,0,0,0,0,0
L52757,L,302.4,311.9,90.0,1679.0,31.0,30.0,0,0,0,0,0,0
L50230,L,300.2,309.2,90.0,1431.0,32.6,13.0,0,0,0,0,0,0
L50342,L,300.2,309.9,90.0,1498.0,38.9,148.0,0,0,0,0,0,0
H36081,H,301.5,309.8,90.0,1454.0,39.9,198.0,0,0,0,0,0,0
M18063,M,300.1,309.3,90.0,1799.0,23.0,4.0,0,0,0,0,0,0
M23171,M,298.8,309.8,90.0,1295.0,42.9,150.0,0,0,0,0,0,0
L51154,L,299.6,311.4,90.0,1418.0,49.2,79.0,0,0,0,0,0,0
H38235,H,297.4,308.7,90.0,1623.0,33.8,166.0,0,0,0,0,0,0
L47788,L,299.6,309.9,90.0,1583.0,32.1,43.0,0,0,0,0,0,0
M20840,M,300.6,310.7,90.0,1570.0,35.0,94.0,0,0,0,0,0,0
M16659,M,298.3,307.5,90.0,1447.0,45.7,95.0,0,0,0,0,0,0
L53076,L,299.6,310.8,90.0,1483.0,40.6,169.0,0,0,0,0,0,0
L55210,L,300.5,312.0,90.0,1483.0,35.5,98.0,0,0,0,0,0,0
L49998,L,300.2,309.5,90.0,1458.0,44.8,131.0,0,0,0,0,0,0
L56133,L,297.3,308.0,90.0,1560.0,,159.0,0,0,0,0,0,0
L54256,L,300.7,310.5,90.0,1960.0,,181.0,0,0,0,0,0,0
L52119,L,303.5,312.4,90.0,1588.0,31.2,127.0,0,0,0,0,0,0
L49923,L,299.7,309.2,90.0,1680.0,29.8,5.0,0,0,0,0,0,0
L53152,L,300.5,310.7,90.0,1445.0,46.6,12.0,0,0,0,0,0,0
L55815,L,297.4,308.3,90.0,1654.0,33.9,94.0,0,0,0,0,0,0
L53957,L,299.6,310.7,90.0,1457.0,47.3,44.0,0,0,0,0,0,0
L52759,L,302.6,312.1,90.0,1453.0,37.9,32.0,0,0,0,0,0,0
L50481,L,301.3,310.5,90.0,1390.0,48.5,174.0,0,0,0,0,0,0
M23951,M,297.2,308.0,90.0,1427.0,31.1,104.04401305817885,0,0,0,0,0,0
L56360,L,297.9,309.1,90.0,1507.0,37.1,13.0,0,0,0,0,0,0
M18498,M,302.3,311.5,90.0,1445.0,44.8,94.0,0,0,0,0,0,0
L55751,L,297.9,308.6,90.0,1528.0,36.4,125.0,0,0,0,0,0,0
M23934,M,299.6,308.2,90.0,1475.0,39.0,142.0,0,0,0,0,0,0
L56266,L,297.1,307.8,90.0,1366.0,,179.0,0,0,0,0,0,0
L52465,L,299.6,313.1,90.0,1618.0,32.0,150.0,0,0,0,0,0,0
L54369,L,299.6,309.8,90.0,1634.0,33.7,48.0,0,0,0,0,0,1
M19287,M,302.4,310.1,90.0,1366.0,47.0,107.0,1,0,1,0,0,0
L50459,L,301.2,309.8,90.0,1605.0,31.4,104.0,0,0,0,0,0,0
L52853,L,302.2,311.6,90.0,1438.0,46.6,41.0,0,0,0,0,0,0
L47642,L,299.6,308.7,90.0,1483.0,42.0,116.0,0,0,0,0,0,0
L54963,L,299.6,311.6,90.0,1467.0,40.0,126.0,0,0,0,0,0,0
L50351,L,300.4,309.6,90.0,1656.0,32.3,170.0,0,0,0,0,0,0
L51746,L,302.7,310.2,90.0,1610.0,33.8,70.0,0,0,0,0,0,0
L49866,L,299.9,309.8,90.0,1356.0,48.8,94.0,0,0,0,0,0,0
L54778,L,300.5,311.1,90.0,1750.0,28.1,11.0,0,0,0,0,0,0
L47325,L,299.6,309.8,90.0,1483.0,23.9,172.0,0,0,0,0,0,0
L51459,L,302.0,310.0,90.0,1475.0,38.2,174.0,0,0,0,0,0,0
L54248,L,300.8,309.8,90.0,1498.0,41.3,173.0,0,0,0,0,0,0
L49582,L,299.2,308.7,90.0,1353.0,53.4,94.0,0,0,0,0,0,0
L53271,L,300.9,310.7,90.0,1412.0,57.5,16.0,0,0,0,0,0,0
L49349,L,299.5,309.1,90.0,1465.0,49.2,94.0,0,0,0,0,0,0
M15361,M,299.6,309.3,90.0,1642.0,34.4,218.0,0,0,0,0,0,0
L53963,L,301.3,310.8,90.0,1450.0,53.4,59.0,0,0,0,0,0,0
H34854,H,303.0,312.5,90.0,1481.0,43.4,57.0,0,0,0,0,0,0
M17366,M,299.2,309.1,90.0,1502.0,34.6,6.0,0,0,0,0,0,0
L56062,L,298.0,309.2,90.0,1524.0,49.7,94.0,0,0,0,0,0,0
L53140,L,300.5,310.7,90.0,1413.0,45.5,121.0,0,0,0,0,0,0
H33377,H,302.3,310.9,90.0,1467.0,48.5,109.0,0,0,0,0,0,0
M23547,M,297.3,308.5,90.0,1604.0,34.9,73.0,0,0,0,0,0,0
L54367,L,300.3,310.4,90.0,1381.0,50.1,44.0,0,0,0,0,0,0
L54759,L,300.4,309.9485790946597,90.0,1695.0,30.7,176.0,0,0,0,0,0,0
L56310,L,297.5,308.6,90.0,1573.0,33.1,94.0,0,0,0,0,0,0
H38582,H,297.6,309.8,90.0,1521.0,40.2,94.0,0,0,0,0,0,0
M19841,M,303.7,312.8,90.0,1508.0,42.8,203.0,0,0,0,0,0,0
M24447,M,299.3,310.4,90.0,1462.0,40.5,24.0,0,0,0,0,0,0
L50634,L,301.5,310.4,90.0,1691.0,28.4,0.0,0,0,0,0,0,0
L52778,L,302.8,312.1,90.0,1441.0,54.3,79.0,0,0,0,0,0,0
L50252,L,300.0,309.1,90.0,1314.0,56.6,94.0,0,0,0,0,0,0
L53537,L,300.1,309.7,90.0,1629.0,32.8,39.0,0,0,0,0,0,0
L55891,L,297.1,308.1,90.0,1483.0,52.4,139.0,0,0,0,0,0,0
L48875,L,298.0,307.6,90.0,1664.0,32.7,33.0,0,0,0,0,0,0
L53974,L,301.3,310.8,90.0,1538.0,35.5,15.0,0,0,0,0,0,0
L51231,L,299.8752482392333,310.8,90.0,1556.0,46.4,64.0,0,0,0,0,0,0
M22008,M,300.2,309.8,90.0,1391.0,40.8,158.0,0,0,0,0,0,0
L51684,L,302.4,310.1,90.0,1426.0,46.6,93.0,0,0,0,0,0,0
L53368,L,300.9,310.9,90.0,1495.0,40.9,94.0,0,0,0,0,0,0
H36467,H,300.7,310.5,90.0,1567.0,38.7,181.0,0,0,0,0,0,0
L50596,L,299.6,310.4,90.0,1373.0,52.6,135.0,0,0,0,0,0,0
L56985,L,298.4,309.2,90.0,1621.0,,141.0,0,0,0,0,0,0
M22146,M,300.1,310.4,90.0,1604.0,34.1,80.0,0,0,0,0,0,0
L48598,L,298.9,310.0,90.0,1471.0,45.1,2.0,0,0,0,0,0,0
L55962,L,299.6,308.7,90.0,1530.0,37.7,27.0,0,0,0,0,0,0
H39169,H,298.5,309.7,90.0,1561.0,41.8,208.0,0,0,0,0,0,0
H34989,H,302.4,312.0,90.0,1477.0,39.7,139.0,0,0,0,0,0,0
L55454,L,298.9,309.8,90.0,1483.0,,64.0,0,0,0,0,0,0
M17247,M,299.6,308.6,90.0,1443.0,46.9,94.0,0,0,0,0,0,0
L52885,L,302.4,311.9,90.0,1351.0,48.0,137.0,0,0,0,0,0,0
H30276,H,295.7,309.8,90.0,1645.0,31.6,41.0,0,0,0,0,0,0
H32395,H,300.6,309.8,90.0,1483.0,20.2,53.0,0,0,0,0,0,0
M17018,M,299.8752482392333,309.0,90.0,1521.588947810716,15.8,95.0,0,0,0,0,0,0
M19020,M,299.8752482392333,310.9,90.0,1389.0,50.8,5.0,0,0,0,0,0,0
L49327,L,299.4,308.9,90.0,1550.0,,174.0,0,0,0,0,0,0
L54794,L,300.4,311.1,90.0,1487.0,38.1,51.0,0,0,0,0,0,0
L55451,L,299.1,310.8,90.0,1602.0,31.1,188.0,0,0,0,0,0,0
L53999,L,300.9,310.7,90.0,1559.0,36.0,151.0,0,0,0,0,0,0
L55435,L,299.0,310.4,90.0,1336.0,48.7,168.0,0,0,0,0,0,0
L50746,L,301.8,310.6,90.0,1603.0,36.6,91.0,0,0,0,0,0,0
M16036,M,297.1,308.2,90.0,1429.0,35.7,181.0,0,0,0,0,0,0
L54797,L,300.5,311.5,90.0,1483.0,48.7,7.0,0,0,0,0,0,0
L52815,L,302.6,312.2,90.0,1615.0,34.1,171.0,0,0,0,0,0,0
M21791,M,300.9,311.5,90.0,1596.0,33.1,15.0,0,0,0,0,0,0
L49316,L,299.2,308.9,90.0,1491.0,47.5,150.0,0,0,0,0,0,0
L47310,L,298.6,308.5,90.0,1483.0,40.1,155.0,0,0,0,0,0,0
L55251,L,300.5,312.0,90.0,1671.0,30.7,104.04401305817885,0,0,0,0,0,0
M24753,M,298.9,309.6,90.0,1284.0,16.5,146.0,0,0,0,0,0,0
H39385,H,298.1,309.8,90.0,1580.0,40.7,135.0,0,0,0,0,0,0
L52140,L,303.9,312.7,90.0,1416.0,46.7,154.0,0,0,0,0,0,0
L55087,L,300.8,312.3,90.0,1597.0,31.8,94.0,0,0,0,0,0,0
H38687,H,298.2,308.7,90.0,1411.0,44.6,137.0,0,0,0,0,0,0
L52279,L,304.2,313.3,90.0,1409.0,42.4,100.0,0,0,0,0,0,0
L56205,L,297.4,308.3,90.0,1512.0,37.7,130.0,0,0,0,0,0,0
L50442,L,299.6,310.1,90.0,1483.0,44.1,94.0,0,0,0,0,0,0
L53250,L,299.6,310.9,90.0,1615.0,32.0,185.0,0,0,0,0,0,0
L55081,L,300.8,312.4,90.0,1434.0,44.5,16.0,0,0,0,0,0,0
L54455,L,300.2,310.4,90.0,1418.0,44.9,94.0,0,0,0,0,0,0
M20538,M,302.3,311.7,90.0,1470.0,39.0,94.0,0,0,0,0,0,0
L55861,L,297.2,308.3,90.0,1476.0,39.6,94.0,0,0,0,0,0,0
L51112,L,302.2,311.6,90.0,1483.0,22.4,94.0,0,0,0,0,0,0
M18662,M,302.2,310.9,90.0,1525.0,44.2,104.04401305817885,0,0,0,0,0,0
L52399,L,303.8,313.0,90.0,1365.0,59.9,205.0,1,1,0,0,0,0
L53850,L,301.6,310.6,90.0,1557.0,,94.0,0,0,0,0,0,0
L49082,L,299.6,307.7,90.0,1694.0,29.1,118.0,0,0,0,0,0,0
M22411,M,300.2,311.4,90.0,1510.0,47.3,102.0,0,0,0,0,0,0
M17356,M,299.2,308.5,90.0,1573.0,,104.04401305817885,0,0,0,0,0,0
L55265,L,300.2,311.4,90.0,1523.0,37.8,185.0,0,0,0,0,0,0
L50999,L,301.9,311.0,90.0,1569.0,46.8,146.0,0,0,0,0,0,0
M23736,M,298.0,309.8,90.0,1483.0,54.6,119.0,0,0,0,0,0,0
M16790,M,298.1,307.9,90.0,1641.0,33.7,29.0,0,0,0,0,0,0
M17161,M,299.2,308.6,90.0,1386.0,49.5,138.0,0,0,0,0,0,0
L48753,L,298.3,308.2,90.0,1495.0,36.6,132.0,0,0,0,0,0,0
L56923,L,298.9,310.2,90.0,1451.0,48.0,37.0,0,0,0,0,0,0
L52588,L,302.9,312.5,90.0,1427.0,49.9,141.0,0,0,0,0,0,0
M18261,M,301.3,310.5,90.0,1471.0,47.7,70.0,0,0,0,0,0,0
L53759,L,299.6,310.3,90.0,1623.0,33.7,94.0,0,0,0,0,0,0
L55410,L,299.1,310.5,90.0,1736.0,27.9,74.0,0,0,0,0,0,0
L55591,L,299.6,309.8,90.0,1496.0,37.7,94.0,0,0,0,0,0,0
L54847,L,300.6,311.7,90.0,1431.0,43.9,185.0,0,0,0,0,0,0
L53172,L,300.6,310.6,90.0,1416.0,46.6,216.0,0,0,0,0,0,0
L52735,L,302.4,311.9,90.0,1476.0,42.1,172.0,0,0,0,0,0,0
M17232,M,299.6,308.5,90.0,1483.0,47.5,93.0,0,0,0,0,0,0
M24550,M,298.9,310.0,90.0,1387.0,48.6,48.0,0,0,0,0,0,0
L57137,L,299.8752482392333,307.9,90.0,1562.0,33.7,98.0,0,0,0,0,0,0
L47720,L,297.4,309.4,90.0,1497.0,46.9,94.0,0,0,0,0,0,0
M20176,M,303.6,312.8,90.0,1689.0,35.7,16.0,0,0,0,0,0,0
L49054,L,298.4,308.1,90.0,1483.0,30.8,94.0,0,0,0,0,0,0
L54488,L,300.1,310.0,90.0,1513.0,38.1,131.0,0,0,0,0,0,0
L47325,L,298.5,308.6,90.0,1491.0,35.0,172.0,0,0,0,0,0,0
L48365,L,297.3,309.8,90.0,1430.0,40.9,156.0,0,0,0,0,0,0
L49175,L,298.3,308.0,90.0,1451.0,46.8,94.0,0,0,0,0,0,0
L50634,L,301.5,310.5,90.0,1481.0,47.5,9.0,0,0,0,0,0,0
L53142,L,300.5,310.8,90.0,1488.0,26.3,125.0,0,0,0,0,0,0
L56455,L,298.2,308.7,90.0,1526.0,42.2,94.0,0,0,0,0,0,0
L54477,L,300.1,310.5,90.0,1348.0,57.4,94.0,0,0,0,0,0,0
L54620,L,300.0,311.4,90.0,1453.0,44.8,25.0,0,0,0,0,0,0
L56239,L,297.2,308.3,90.0,1483.0,25.6,103.0,0,0,0,0,0,0
L48817,L,298.0,307.6,90.0,1268.0,62.5,203.0,1,0,0,0,1,0
L53292,L,300.9,310.9,90.0,1403.0,47.5,104.0,0,0,0,0,0,0
L56500,L,298.5,309.9485790946597,90.0,1409.0,43.1,124.0,0,0,0,0,0,0
L53911,L,301.6,310.9,90.0,1385.0,51.2,146.0,0,0,0,0,0,0
M16137,M,298.1,309.5,90.0,1583.0,31.2,76.0,0,0,0,0,0,0
L55017,L,300.2,309.8,90.0,1474.0,47.3,2.0,0,0,0,0,0,0
L54365,L,300.2,310.4,90.0,1350.0,59.0,48.0,0,0,0,0,0,0
L52362,L,303.9,313.1,90.0,1486.0,31.9,108.0,0,0,0,0,0,0
L56130,L,297.4,308.2,90.0,1452.0,,52.0,0,0,0,0,0,0
L55841,L,297.4,308.5,90.0,1435.0,44.9,130.0,0,0,0,0,0,0
L53934,L,301.8,311.1,90.0,1628.0,30.8,104.04401305817885,0,0,0,0,0,0
L49435,L,299.3,308.3,90.0,1459.0,42.9,30.0,0,0,0,0,0,0
L50526,L,301.5,310.8,90.0,1621.0,34.9,174.0,0,0,0,0,0,0
L55802,L,297.5,308.3,90.0,1437.0,44.9,29.0,0,0,0,0,0,0
L51230,L,301.9,310.9,90.0,1599.0,33.6,13.0,0,0,0,0,0,0
L47566,L,297.3,309.8,90.0,1550.0,38.5,74.0,0,0,0,0,0,0
M20490,M,302.7,312.2,90.0,1615.0,33.9,155.0,0,0,0,0,0,0
L47925,L,296.9,309.9485790946597,90.0,1524.0,40.7,0.0,0,0,0,0,0,0
M20932,M,300.9,310.9,90.0,1418.0,46.2,188.0,0,0,0,0,0,0
L47606,L,299.6,308.5,90.0,1501.0,32.0,20.0,0,0,0,0,0,0
L49079,L,297.8,307.5,90.0,1490.0,42.7,159.0,0,0,0,0,0,0
L53272,L,300.9,310.7,90.0,1576.0,30.7,25.0,0,0,0,0,0,0
M16742,M,298.0,307.6,90.0,1581.0,43.4,104.04401305817885,0,0,0,0,0,0
L48892,L,298.2,307.8,90.0,1567.0,37.7,70.0,0,0,0,0,0,0
L53583,L,300.1,309.7,90.0,1483.0,45.6,124.0,0,0,0,0,0,0
L51284,L,302.1,310.5,90.0,1389.0,49.7,169.0,0,0,0,0,0,0
L54837,L,300.4,309.8,90.0,1457.0,46.3,153.0,0,0,0,0,0,0
L54019,L,301.5,311.2,90.0,1558.0,34.1,204.0,0,0,0,0,0,0
M21012,M,301.1,311.2,90.0,1432.0,49.9,9.0,0,0,0,0,0,0
M15237,M,297.4,308.2,90.0,1469.0,51.9,120.0,0,0,0,0,0,0
L56196,L,297.3,308.1,90.0,1563.0,39.7,212.0,0,0,0,0,0,0
L54099,L,301.0,311.3,90.0,1444.0,39.8,104.04401305817885,0,0,0,0,0,0
L52041,L,303.5,312.3,90.0,1465.0,43.7,104.04401305817885,0,0,0,0,0,0
L55652,L,298.5,309.8,90.0,1634.0,37.8,100.0,0,0,0,0,0,0
M21756,M,301.0,311.6,90.0,1336.0,47.7,140.0,0,0,0,0,0,0
H30492,H,296.9,307.7,90.0,1483.0,38.1,184.0,0,0,0,0,0,0
L50608,L,301.6,310.6,90.0,1513.0,41.2,107.0,0,0,0,0,0,0
L48175,L,296.3,307.2,90.0,1483.0,29.8,175.0,0,0,0,0,0,0
L53235,L,300.7,310.8,90.0,1618.0,32.9,147.0,0,0,0,0,0,0
L56456,L,299.6,308.7,90.0,1405.0,46.8,49.0,0,0,0,0,0,0
L54250,L,299.6,310.7,90.0,1453.0,47.2,0.0,0,0,0,0,0,0
L56276,L,297.3,309.8,90.0,1568.0,35.9,202.0,0,0,0,0,0,0
L50299,L,300.1,309.3,90.0,1558.0,41.4,124.0,0,0,0,0,0,0
L53060,L,301.4,311.0,90.0,1617.0,31.6,129.0,0,0,0,0,0,0
H32205,H,300.3,309.8,90.0,1390.0,43.3,66.0,0,0,0,0,0,0
L52117,L,303.4,312.2,90.0,1540.0,38.7,135.0,0,0,0,0,0,0
M16093,M,297.2,308.5,90.0,1483.0,47.0,163.0,0,0,0,0,0,0
L51693,L,302.4,309.9485790946597,90.0,1521.588947810716,39.5,177.0,0,0,0,0,0,0
L53061,L,301.5,311.1,90.0,1952.0,22.8,131.0,0,0,0,0,0,0
M23185,M,298.7,309.5,90.0,1487.0,41.5,113.0,0,0,0,0,0,0
L50442,L,301.3,309.8,90.0,1483.0,47.7,144.0,0,0,0,0,0,0
M18584,M,302.3,311.2,90.0,1452.0,47.7,70.0,0,0,0,0,0,0
H33555,H,301.7,310.9,90.0,1462.0,34.5,94.0,0,0,0,0,0,0
L56272,L,297.3,308.1,90.0,1568.0,33.8,192.0,0,0,0,0,0,0
L56962,L,298.6,309.8,90.0,1403.0,52.0,12.0,0,0,0,0,0,0
H34780,H,303.1,312.6,90.0,1401.0,44.8,152.0,0,0,0,0,0,0
L55342,L,299.7,311.1,90.0,1475.0,40.0,176.0,0,0,0,0,0,0
H35166,H,299.8752482392333,311.8,90.0,1304.0,53.0,43.0,0,0,0,0,0,0
H34894,H,302.7,309.8,90.0,1683.0,31.2,179.0,0,0,0,0,0,0
L55071,L,300.8,312.5,90.0,1517.0,39.2,74.0,0,0,0,0,0,0
M19103,M,302.4,311.1,90.0,1432.0,41.1,94.0,0,0,0,0,0,0
L53349,L,300.7,310.7,90.0,1871.0,27.2,218.0,0,0,0,0,0,0
L56887,L,299.0,310.1,90.0,1699.0,32.9,195.0,0,0,0,0,0,0
L54264,L,299.6,310.3,90.0,1794.0,24.4,0.0,0,0,0,0,0,0
M18037,M,300.2,309.4,90.0,1483.0,33.4,183.0,0,0,0,0,0,0
L48482,L,299.6,309.8,90.0,1497.0,38.0,64.0,0,0,0,0,0,0
M22072,M,299.8,309.7,90.0,1329.0,56.9,107.0,0,0,0,0,0,0
L56091,L,299.8752482392333,308.2,90.0,1466.0,46.5,169.0,0,0,0,0,0,0
L50157,L,300.4,309.3,90.0,1413.0,50.3,201.0,0,0,0,0,0,0
M21568,M,301.6,310.6,90.0,1464.0,45.4,74.0,0,0,0,0,0,0
L51473,L,301.8,310.0,90.0,1494.0,38.1,173.0,0,0,0,0,0,0
L52682,L,302.8,312.1,90.0,1435.0,54.2,94.0,0,0,0,0,0,0
L47470,L,298.1,308.4,90.0,1438.0,33.3,0.0,0,0,0,0,0,0
L47390,L,299.6,308.6,90.0,1423.0,46.3,146.0,0,0,0,0,0,0
L49317,L,299.3,308.8,90.0,1568.0,35.6,152.0,0,0,0,0,0,0
L56452,L,298.2,308.6,90.0,1432.0,52.6,94.0,0,0,0,0,0,0
L54969,L,299.6,311.5,90.0,1369.0,52.0,69.0,0,0,0,0,0,0
